base,e3_simpleascii,msB_simpleascii,msA_simpleascii,allen_simpleascii
e3_simpleascii:9.661,0,0,6,0
e3_simpleascii:9.662,0,0,0,1
e3_simpleascii:9.663,0,0,9,0
e3_simpleascii:9.664,0,0,0,1
e3_simpleascii:9.665,0,0,1,1
e3_simpleascii:9.666,0,0,8,2
e3_simpleascii:9.667,0,0,5,0
e3_simpleascii:9.668,0,0,11,0
e3_simpleascii:9.669,0,0,10,3
e3_simpleascii:9.670,0,0,0,0
e3_simpleascii:9.671,0,0,8,2
e3_simpleascii:9.672,0,0,0,1
e3_simpleascii:9.673,0,0,12,9
e3_simpleascii:9.674,0,0,0,1
e3_simpleascii:9.675,0,0,6,2
e3_simpleascii:9.676,0,0,0,1
e3_simpleascii:9.677,0,0,8,0
e3_simpleascii:9.678,0,0,5,2
e3_simpleascii:9.679,0,0,5,1
e3_simpleascii:9.680,0,0,0,0
e3_simpleascii:9.681,0,0,0,2
e3_simpleascii:9.682,0,0,0,2
e3_simpleascii:9.683,0,0,13,2
e3_simpleascii:9.684,0,0,1,2
e3_simpleascii:9.685,0,0,11,1
e3_simpleascii:9.686,0,0,15,0
e3_simpleascii:9.687,0,0,5,0
e3_simpleascii:9.688,0,0,7,2
e3_simpleascii:9.689,0,0,6,1
e3_simpleascii:9.690,0,0,0,2
e3_simpleascii:9.691,0,0,0,1
e3_simpleascii:9.692,0,0,15,1
e3_simpleascii:9.693,0,0,0,2
e3_simpleascii:9.694,0,0,21,2
e3_simpleascii:9.695,0,0,0,1
e3_simpleascii:9.696,0,0,0,0
e3_simpleascii:9.697,0,0,0,0
e3_simpleascii:9.698,0,0,3,3
e3_simpleascii:9.699,0,0,6,1
e3_simpleascii:9.700,0,0,7,0
e3_simpleascii:9.701,0,0,7,1
e3_simpleascii:9.702,0,0,0,1
e3_simpleascii:9.703,0,0,6,0
e3_simpleascii:9.704,0,0,7,2
e3_simpleascii:9.705,0,0,0,0
e3_simpleascii:9.706,0,0,5,0
e3_simpleascii:9.707,0,0,0,0
e3_simpleascii:9.708,0,0,7,0
e3_simpleascii:9.709,0,0,17,1
e3_simpleascii:9.710,0,0,0,2
e3_simpleascii:9.711,0,0,11,0
e3_simpleascii:9.712,0,0,4,4
e3_simpleascii:9.713,0,0,7,0
msB_simpleascii:9.title,0,0,21,21
msB_simpleascii:9.1,0,0,5,0
msB_simpleascii:9.2,0,0,0,0
msB_simpleascii:9.3,0,0,9,2
msB_simpleascii:9.4,0,0,10,1
msB_simpleascii:9.5,0,0,2,2
msB_simpleascii:9.6,0,0,18,1
msB_simpleascii:9.7,0,0,11,1
msB_simpleascii:9.8,0,0,0,0
msB_simpleascii:9.9,0,0,1,2
msB_simpleascii:9.10,0,0,0,0
msB_simpleascii:9.11,0,0,0,0
msB_simpleascii:9.12,0,0,13,0
msB_simpleascii:9.13,0,0,12,3
msB_simpleascii:9.14,0,0,7,0
msB_simpleascii:9.15,0,0,0,1
msB_simpleascii:9.16,0,0,8,1
msB_simpleascii:9.17,0,0,15,0
msB_simpleascii:9.18,0,0,9,2
msB_simpleascii:9.19,0,0,9,4
msB_simpleascii:9.20,0,0,17,1
msB_simpleascii:9.21,0,0,0,0
msB_simpleascii:9.22,0,0,14,0
msB_simpleascii:9.23,0,0,6,0
msB_simpleascii:9.24,0,0,0,0
msB_simpleascii:9.25,0,0,13,1
msB_simpleascii:9.26,0,0,7,2
msB_simpleascii:9.27,0,0,6,0
msB_simpleascii:9.28,0,0,11,0
msB_simpleascii:9.29,0,0,10,2
msB_simpleascii:9.30,0,0,0,1
msB_simpleascii:9.31,0,0,0,0
msB_simpleascii:9.32,0,0,0,0
msB_simpleascii:9.33,0,0,9,1
msB_simpleascii:9.34,0,0,0,0
msB_simpleascii:9.35,0,0,0,0
msB_simpleascii:9.36,0,0,15,1
msB_simpleascii:9.37,0,0,12,0
msB_simpleascii:9.38,0,0,8,1
msB_simpleascii:9.39,0,0,9,1
msB_simpleascii:9.40,0,0,10,2
msB_simpleascii:9.41,0,0,10,1
msB_simpleascii:9.42,0,0,8,0
msB_simpleascii:9.43,0,0,15,0
msB_simpleascii:9.44,0,0,7,1
msB_simpleascii:9.45,0,0,0,1
msB_simpleascii:9.46,0,0,13,1
msB_simpleascii:9.47,0,0,0,0
msB_simpleascii:9.48,0,0,1,3
msB_simpleascii:9.49,0,0,14,0
msB_simpleascii:9.50,0,0,0,2
msB_simpleascii:9.51,0,0,11,0
msB_simpleascii:9.52,0,0,7,1
msB_simpleascii:9.53,0,0,1,0
msB_simpleascii:9.54,0,0,8,0
msB_simpleascii:9.55,0,0,0,0
msB_simpleascii:9.56,0,0,17,0
msB_simpleascii:9.57,0,0,0,1
msB_simpleascii:9.58,0,0,2,3
msB_simpleascii:9.59,0,0,7,0
msB_simpleascii:9.60,0,0,0,2
msB_simpleascii:9.61,0,0,9,0
msB_simpleascii:9.62,0,0,1,0
msB_simpleascii:9.63,0,0,0,0
msB_simpleascii:9.64,0,0,11,0
msB_simpleascii:9.65,0,0,10,1
msB_simpleascii:9.66,0,0,14,1
msB_simpleascii:9.67,0,0,0,0
msB_simpleascii:9.68,0,0,12,1
msB_simpleascii:9.69,0,0,0,0
msB_simpleascii:9.70,0,0,8,0
msB_simpleascii:9.71,0,0,0,0
msB_simpleascii:9.72,0,0,7,1
msB_simpleascii:9.73,0,0,18,2
msB_simpleascii:9.74,0,0,0,1
msB_simpleascii:9.75,0,0,0,0
msB_simpleascii:9.76,0,0,0,0
msB_simpleascii:9.77,0,0,15,0
msB_simpleascii:9.78,0,0,7,2
msB_simpleascii:9.79,0,0,0,4
msB_simpleascii:9.80,0,0,0,0
msB_simpleascii:9.81,0,0,5,0
msB_simpleascii:9.82,0,0,4,2
msB_simpleascii:9.83,0,0,0,0
msB_simpleascii:9.84,0,0,4,1
msB_simpleascii:9.85,0,0,8,1
msB_simpleascii:9.86,0,0,16,4
msB_simpleascii:9.87,0,0,6,1
msB_simpleascii:9.88,0,0,8,4
msB_simpleascii:9.89,0,0,0,0
msB_simpleascii:9.90,0,0,3,3
msB_simpleascii:9.91,0,0,7,3
msB_simpleascii:9.92,0,0,0,0
msB_simpleascii:9.93,0,0,0,0
msB_simpleascii:9.94,0,0,6,0
msB_simpleascii:9.95,0,0,10,0
msB_simpleascii:9.96,0,0,8,0
msB_simpleascii:9.97,0,0,5,1
msB_simpleascii:9.98,0,0,5,0
msB_simpleascii:9.99,0,0,0,1
msB_simpleascii:9.100,0,0,10,1
msB_simpleascii:9.101,0,0,4,1
msB_simpleascii:9.102,0,0,13,1
msB_simpleascii:9.103,0,0,7,0
msB_simpleascii:9.104,0,0,7,0
msB_simpleascii:9.105,0,0,4,1
msB_simpleascii:9.106,0,0,0,1
msB_simpleascii:9.107,0,0,0,0
msB_simpleascii:9.108,0,0,5,1
msB_simpleascii:9.109,0,0,0,5
msB_simpleascii:9.110,0,0,0,0
msB_simpleascii:9.111,0,0,6,1
msB_simpleascii:9.112,0,0,3,2
msB_simpleascii:9.113,0,0,12,1
msB_simpleascii:9.114,0,0,0,1
msB_simpleascii:9.115,0,0,16,0
msB_simpleascii:9.116,0,0,19,1
msB_simpleascii:9.117,0,0,8,0
msB_simpleascii:9.118,0,0,5,0
msB_simpleascii:9.119,0,0,9,1
msB_simpleascii:9.120,0,0,7,2
msB_simpleascii:9.121,0,0,8,2
msB_simpleascii:9.122,0,0,5,1
msB_simpleascii:9.123,0,0,8,1
msB_simpleascii:9.124,0,0,18,0
msB_simpleascii:9.125,0,0,8,0
msB_simpleascii:9.126,0,0,0,0
msB_simpleascii:9.127,0,0,6,0
msB_simpleascii:9.128,0,0,11,4
msB_simpleascii:9.129,0,0,0,0
msB_simpleascii:9.130,0,0,9,0
msB_simpleascii:9.131,0,0,3,2
msB_simpleascii:9.132,0,0,3,5
msB_simpleascii:9.133,0,0,0,0
msB_simpleascii:9.134,0,0,9,0
msB_simpleascii:9.135,0,0,11,0
msB_simpleascii:9.136,0,0,0,1
msB_simpleascii:9.137,0,0,6,6
msB_simpleascii:9.138,0,0,0,1
msB_simpleascii:9.139,0,0,0,0
msB_simpleascii:9.140,0,0,0,1
msB_simpleascii:9.141,0,0,0,1
msB_simpleascii:9.142,0,0,4,0
msB_simpleascii:9.143,0,0,7,0
msB_simpleascii:9.144,0,0,10,1
msB_simpleascii:9.145,0,0,10,0
msB_simpleascii:9.146,0,0,0,1
msB_simpleascii:9.147,0,0,0,1
msB_simpleascii:9.148,0,0,9,3
msB_simpleascii:9.149,0,0,10,0
msB_simpleascii:9.150,0,0,10,0
msB_simpleascii:9.151,0,0,0,1
msB_simpleascii:9.152,0,0,0,1
msB_simpleascii:9.153,0,0,11,1
msB_simpleascii:9.154,0,0,1,1
msB_simpleascii:9.155,0,0,12,2
msB_simpleascii:9.156,0,0,9,0
msB_simpleascii:9.157,0,0,10,2
msB_simpleascii:9.158,0,0,18,1
msB_simpleascii:9.159,0,0,8,0
msB_simpleascii:9.160,0,0,0,0
msB_simpleascii:9.161,0,0,6,1
msB_simpleascii:9.162,0,0,0,2
msB_simpleascii:9.163,0,0,8,0
msB_simpleascii:9.164,0,0,7,1
msB_simpleascii:9.165,0,0,10,1
msB_simpleascii:9.166,0,0,0,1
msB_simpleascii:9.167,0,0,10,5
msB_simpleascii:9.168,0,0,0,0
msB_simpleascii:9.169,0,0,0,1
msB_simpleascii:9.170,0,0,8,2
msB_simpleascii:9.171,0,0,9,1
msB_simpleascii:9.172,0,0,8,2
msB_simpleascii:9.173,0,0,7,0
msB_simpleascii:9.174,0,0,0,0
msB_simpleascii:9.175,0,0,0,0
msB_simpleascii:9.176,0,0,10,1
msB_simpleascii:9.177,0,0,0,2
msB_simpleascii:9.178,0,0,0,2
msB_simpleascii:9.179,0,0,0,5
msB_simpleascii:9.180,0,0,8,0
msB_simpleascii:9.181,0,0,0,0
msB_simpleascii:9.182,0,0,0,0
msB_simpleascii:9.183,0,0,1,2
msB_simpleascii:9.184,0,0,0,0
msB_simpleascii:9.185,0,0,10,6
msB_simpleascii:9.186,0,0,0,1
msB_simpleascii:9.187,0,0,4,1
msB_simpleascii:9.188,0,0,8,1
msB_simpleascii:9.189,0,0,0,1
msB_simpleascii:9.190,0,0,0,0
msB_simpleascii:9.191,0,0,7,0
msB_simpleascii:9.192,0,0,11,3
msB_simpleascii:9.193,0,0,0,2
msB_simpleascii:9.194,0,0,8,0
msB_simpleascii:9.195,0,0,11,1
msB_simpleascii:9.196,0,0,0,0
msB_simpleascii:9.197,0,0,36,40
msB_simpleascii:9.198,0,0,6,0
msB_simpleascii:9.199,0,0,2,1
msB_simpleascii:9.200,0,0,14,1
msB_simpleascii:9.201,0,0,6,0
msB_simpleascii:9.202,0,0,0,0
msB_simpleascii:9.203,0,0,16,2
msB_simpleascii:9.204,0,0,2,0
msB_simpleascii:9.205,0,0,8,1
msB_simpleascii:9.206,0,0,0,0
msB_simpleascii:9.207,0,0,0,2
msB_simpleascii:9.208,0,0,8,0
msB_simpleascii:9.209,0,0,0,2
msB_simpleascii:9.210,0,0,11,5
msB_simpleascii:9.211,0,0,12,0
msB_simpleascii:9.212,0,0,0,0
msB_simpleascii:9.213,0,0,10,0
msB_simpleascii:9.214,0,0,20,1
msB_simpleascii:9.215,0,0,13,1
msB_simpleascii:9.216,0,0,0,0
msB_simpleascii:9.217,0,0,10,0
msB_simpleascii:9.218,0,0,5,1
msB_simpleascii:9.219,0,0,8,0
msB_simpleascii:9.220,0,0,15,1
msB_simpleascii:9.221,0,0,7,3
msB_simpleascii:9.222,0,0,5,0
msB_simpleascii:9.223,0,0,0,1
msB_simpleascii:9.224,0,0,0,2
msB_simpleascii:9.225,0,0,2,1
msB_simpleascii:9.226,0,0,5,5
msB_simpleascii:9.227,0,0,0,0
msB_simpleascii:9.228,0,0,8,2
msB_simpleascii:9.229,0,0,0,0
msB_simpleascii:9.230,0,0,9,0
msB_simpleascii:9.231,0,0,6,0
msB_simpleascii:9.232,0,0,0,0
msB_simpleascii:9.233,0,0,2,3
msB_simpleascii:9.234,0,0,8,3
msB_simpleascii:9.235,0,0,1,2
msB_simpleascii:9.236,0,0,1,1
msB_simpleascii:9.237,0,0,10,0
msB_simpleascii:9.238,0,0,2,2
msB_simpleascii:9.239,0,0,6,0
msB_simpleascii:9.240,0,0,5,0
msB_simpleascii:9.241,0,0,8,0
msB_simpleascii:9.242,0,0,6,1
msB_simpleascii:9.243,0,0,1,1
msB_simpleascii:9.244,0,0,6,1
msB_simpleascii:9.245,0,0,5,0
msB_simpleascii:9.246,0,0,11,0
msB_simpleascii:9.247,0,0,9,1
msB_simpleascii:9.248,0,0,0,0
msB_simpleascii:9.249,0,0,8,1
msB_simpleascii:9.250,0,0,7,1
msB_simpleascii:9.251,0,0,6,0
msB_simpleascii:9.252,0,0,6,0
msB_simpleascii:9.253,0,0,10,1
msB_simpleascii:9.254,0,0,0,0
msB_simpleascii:9.255,0,0,0,2
msB_simpleascii:9.256,0,0,24,0
msB_simpleascii:9.257,0,0,7,1
msB_simpleascii:9.258,0,0,9,1
msB_simpleascii:9.259,0,0,8,2
msB_simpleascii:9.260,0,0,9,2
msB_simpleascii:9.261,0,0,8,0
msB_simpleascii:9.262,0,0,0,0
msB_simpleascii:9.263,0,0,1,2
msB_simpleascii:9.264,0,0,13,1
msB_simpleascii:9.265,0,0,15,1
msB_simpleascii:9.266,0,0,7,0
msB_simpleascii:9.267,0,0,0,0
msB_simpleascii:9.268,0,0,0,0
msB_simpleascii:9.269,0,0,13,1
msB_simpleascii:9.270,0,0,1,3
msB_simpleascii:9.271,0,0,0,0
msB_simpleascii:9.272,0,0,9,1
msB_simpleascii:9.273,0,0,10,2
msB_simpleascii:9.274,0,0,0,6
msB_simpleascii:9.275,0,0,0,0
msB_simpleascii:9.276,0,0,1,1
msB_simpleascii:9.277,0,0,0,0
msB_simpleascii:9.278,0,0,9,1
msB_simpleascii:9.279,0,0,0,0
msB_simpleascii:9.280,0,0,0,1
msB_simpleascii:9.281,0,0,8,0
msB_simpleascii:9.282,0,0,6,1
msB_simpleascii:9.283,0,0,0,1
msB_simpleascii:9.284,0,0,6,0
msB_simpleascii:9.285,0,0,0,0
msB_simpleascii:9.286,0,0,11,2
msB_simpleascii:9.287,0,0,10,0
msB_simpleascii:9.288,0,0,0,1
msB_simpleascii:9.289,0,0,0,2
msB_simpleascii:9.290,0,0,8,2
msB_simpleascii:9.291,0,0,10,0
msB_simpleascii:9.292,0,0,14,1
msB_simpleascii:9.293,0,0,11,1
msB_simpleascii:9.294,0,0,12,1
msB_simpleascii:9.295,0,0,11,1
msB_simpleascii:9.296,0,0,0,1
msB_simpleascii:9.297,0,0,12,2
msB_simpleascii:9.298,0,0,9,0
msB_simpleascii:9.299,0,0,7,1
msB_simpleascii:9.300,0,0,0,0
msB_simpleascii:9.301,0,0,5,1
msB_simpleascii:9.302,0,0,0,0
msB_simpleascii:9.303,0,0,14,1
msB_simpleascii:9.304,0,0,3,4
msB_simpleascii:9.305,0,0,0,0
msB_simpleascii:9.306,0,0,8,0
msB_simpleascii:9.307,0,0,0,1
msB_simpleascii:9.308,0,0,1,1
msB_simpleascii:9.309,0,0,0,0
msB_simpleascii:9.310,0,0,7,3
msB_simpleascii:9.311,0,0,1,0
msB_simpleascii:9.312,0,0,0,0
msB_simpleascii:9.313,0,0,0,1
msB_simpleascii:9.314,0,0,15,16
msB_simpleascii:9.315,0,0,2,3
msB_simpleascii:9.316,0,0,0,1
msB_simpleascii:9.317,0,0,6,1
msB_simpleascii:9.318,0,0,15,0
msB_simpleascii:9.319,0,0,7,0
msB_simpleascii:9.320,0,0,7,2
msB_simpleascii:9.321,0,0,2,0
msB_simpleascii:9.322,0,0,11,0
msB_simpleascii:9.323,0,0,1,2
msB_simpleascii:9.324,0,0,6,5
msB_simpleascii:9.325,0,0,6,0
msB_simpleascii:9.326,0,0,0,1
msB_simpleascii:9.327,0,0,10,0
msB_simpleascii:9.328,0,0,4,1
msB_simpleascii:9.329,0,0,9,1
msB_simpleascii:9.330,0,0,0,0
msB_simpleascii:9.331,0,0,0,0
msB_simpleascii:9.332,0,0,3,1
msB_simpleascii:9.333,0,0,8,1
msB_simpleascii:9.334,0,0,10,1
msB_simpleascii:9.335,0,0,8,2
msB_simpleascii:9.336,0,0,7,2
msB_simpleascii:9.337,0,0,9,0
msB_simpleascii:9.338,0,0,0,1
msB_simpleascii:9.339,0,0,9,1
msB_simpleascii:9.340,0,0,4,5
msB_simpleascii:9.341,0,0,0,0
msB_simpleascii:9.342,0,0,7,0
msB_simpleascii:9.343,0,0,16,2
msB_simpleascii:9.344,0,0,0,2
msB_simpleascii:9.345,0,0,7,0
msB_simpleascii:9.346,0,0,7,3
msB_simpleascii:9.347,0,0,4,0
msB_simpleascii:9.348,0,0,0,0
msB_simpleascii:9.349,0,0,1,1
msB_simpleascii:9.350,0,0,18,0
msB_simpleascii:9.351,0,0,7,9
msB_simpleascii:9.352,0,0,8,3
msB_simpleascii:9.353,0,0,0,0
msB_simpleascii:9.354,0,0,7,1
msB_simpleascii:9.355,0,0,0,1
msB_simpleascii:9.356,0,0,2,3
msB_simpleascii:9.357,0,0,4,0
msB_simpleascii:9.358,0,0,5,0
msB_simpleascii:9.359,0,0,11,4
msB_simpleascii:9.360,0,0,0,2
msB_simpleascii:9.361,0,0,9,1
msB_simpleascii:9.362,0,0,9,0
msB_simpleascii:9.363,0,0,10,3
msB_simpleascii:9.364,0,0,11,5
msB_simpleascii:9.365,0,0,0,1
msB_simpleascii:9.366,0,0,0,0
msB_simpleascii:9.367,0,0,12,3
msB_simpleascii:9.368,0,0,0,0
msB_simpleascii:9.369,0,0,0,1
msB_simpleascii:9.370,0,0,0,0
msB_simpleascii:9.371,0,0,0,0
msB_simpleascii:9.372,0,0,11,1
msB_simpleascii:9.373,0,0,8,0
msB_simpleascii:9.374,0,0,8,0
msB_simpleascii:9.375,0,0,7,3
msB_simpleascii:9.376,0,0,12,1
msB_simpleascii:9.377,0,0,3,0
msB_simpleascii:9.378,0,0,7,0
msB_simpleascii:9.379,0,0,0,1
msB_simpleascii:9.380,0,0,18,0
msB_simpleascii:9.381,0,0,15,8
msB_simpleascii:9.382,0,0,0,0
msB_simpleascii:9.383,0,0,7,3
msB_simpleascii:9.384,0,0,9,1
msB_simpleascii:9.385,0,0,0,1
msB_simpleascii:9.386,0,0,1,0
msB_simpleascii:9.387,0,0,6,1
msB_simpleascii:9.388,0,0,0,1
msB_simpleascii:9.389,0,0,7,1
msB_simpleascii:9.390,0,0,11,1
msB_simpleascii:9.391,0,0,6,1
msB_simpleascii:9.392,0,0,6,1
msB_simpleascii:9.393,0,0,12,1
msB_simpleascii:9.394,0,0,6,3
msB_simpleascii:9.395,0,0,2,2
msB_simpleascii:9.396,0,0,17,0
msB_simpleascii:9.397,0,0,10,4
msB_simpleascii:9.398,0,0,0,0
msB_simpleascii:9.399,0,0,0,1
msB_simpleascii:9.400,0,0,0,0
msB_simpleascii:9.401,0,0,0,1
msB_simpleascii:9.402,0,0,6,0
msB_simpleascii:9.403,0,0,0,1
msB_simpleascii:9.404,0,0,0,1
msB_simpleascii:9.405,0,0,11,0
msB_simpleascii:9.406,0,0,10,0
msB_simpleascii:9.407,0,0,13,0
msB_simpleascii:9.408,0,0,0,0
msB_simpleascii:9.409,0,0,8,1
msB_simpleascii:9.410,0,0,0,0
msB_simpleascii:9.411,0,0,3,0
msB_simpleascii:9.412,0,0,0,1
msB_simpleascii:9.413,0,0,13,0
msB_simpleascii:9.414,0,0,7,2
msB_simpleascii:9.415,0,0,0,0
msB_simpleascii:9.416,0,0,15,1
msB_simpleascii:9.417,0,0,0,1
msB_simpleascii:9.418,0,0,11,1
msB_simpleascii:9.419,0,0,15,0
msB_simpleascii:9.420,0,0,5,0
msB_simpleascii:9.421,0,0,7,1
msB_simpleascii:9.422,0,0,0,0
msB_simpleascii:9.423,0,0,0,1
msB_simpleascii:9.424,0,0,2,2
msB_simpleascii:9.425,0,0,0,1
msB_simpleascii:9.426,0,0,14,0
msB_simpleascii:9.427,0,0,20,2
msB_simpleascii:9.428,0,0,0,1
msB_simpleascii:9.429,0,0,14,1
msB_simpleascii:9.430,0,0,0,2
msB_simpleascii:9.431,0,0,21,0
msB_simpleascii:9.432,0,0,9,0
msB_simpleascii:9.433,0,0,10,1
msB_simpleascii:9.434,0,0,0,1
msB_simpleascii:9.435,0,0,9,3
msB_simpleascii:9.436,0,0,8,0
msB_simpleascii:9.437,0,0,0,1
msB_simpleascii:9.438,0,0,14,1
msB_simpleascii:9.439,0,0,4,1
msB_simpleascii:9.440,0,0,0,2
msB_simpleascii:9.441,0,0,22,2
msB_simpleascii:9.442,0,0,6,0
msB_simpleascii:9.443,0,0,13,1
msB_simpleascii:9.444,0,0,0,1
msB_simpleascii:9.445,0,0,0,2
msB_simpleascii:9.446,0,0,0,0
msB_simpleascii:9.447,0,0,0,0
msB_simpleascii:9.448,0,0,0,0
msB_simpleascii:9.449,0,0,1,0
msB_simpleascii:9.450,0,0,10,1
msB_simpleascii:9.451,0,0,5,2
msB_simpleascii:9.452,0,0,23,1
msB_simpleascii:9.453,0,0,6,2
msB_simpleascii:9.454,0,0,9,2
msB_simpleascii:9.455,0,0,2,2
msB_simpleascii:9.456,0,0,10,1
msB_simpleascii:9.457,0,0,0,0
msB_simpleascii:9.462,0,0,4,4
msB_simpleascii:9.463,0,0,11,0
msB_simpleascii:9.464,0,0,1,0
msB_simpleascii:9.465,0,0,10,0
msB_simpleascii:9.466,0,0,5,0
msB_simpleascii:9.467,0,0,8,0
msB_simpleascii:9.468,0,0,0,0
msB_simpleascii:9.469,0,0,9,1
msB_simpleascii:9.470,0,0,6,1
msB_simpleascii:9.471,0,0,4,5
msB_simpleascii:9.472,0,0,2,1
msB_simpleascii:9.473,0,0,7,1
msB_simpleascii:9.474,0,0,5,1
msB_simpleascii:9.475,0,0,1,1
msB_simpleascii:9.476,0,0,0,0
msB_simpleascii:9.477,0,0,10,2
msB_simpleascii:9.478,0,0,11,2
msB_simpleascii:9.479,0,0,0,1
msB_simpleascii:9.480,0,0,12,0
msB_simpleascii:9.481,0,0,2,4
msB_simpleascii:9.482,0,0,10,0
msB_simpleascii:9.483,0,0,5,1
msB_simpleascii:9.484,0,0,8,1
msB_simpleascii:9.485,0,0,0,1
msB_simpleascii:9.486,0,0,0,1
msB_simpleascii:9.487,0,0,6,3
msB_simpleascii:9.488,0,0,1,4
msB_simpleascii:9.489,0,0,8,2
msB_simpleascii:9.490,0,0,0,0
msB_simpleascii:9.491,0,0,10,0
msB_simpleascii:9.492,0,0,9,12
msB_simpleascii:9.493,0,0,0,0
msB_simpleascii:9.494,0,0,0,1
msB_simpleascii:9.495,0,0,8,1
msB_simpleascii:9.496,0,0,6,1
msB_simpleascii:9.497,0,0,6,0
msB_simpleascii:9.498,0,0,3,0
msB_simpleascii:9.499,0,0,10,0
msB_simpleascii:9.500,0,0,0,1
msB_simpleascii:9.501,0,0,8,0
msB_simpleascii:9.502,0,0,9,0
msB_simpleascii:9.503,0,0,9,2
msB_simpleascii:9.504,0,0,8,1
msB_simpleascii:9.505,0,0,3,1
msB_simpleascii:9.506,0,0,16,1
msB_simpleascii:9.507,0,0,17,2
msB_simpleascii:9.508,0,0,1,2
msB_simpleascii:9.509,0,0,18,3
msB_simpleascii:9.510,0,0,18,1
msB_simpleascii:9.511,0,0,0,1
msB_simpleascii:9.512,0,0,9,1
msB_simpleascii:9.513,0,0,5,1
msB_simpleascii:9.514,0,0,7,1
msB_simpleascii:9.515,0,0,0,2
msB_simpleascii:9.516,0,0,0,1
msB_simpleascii:9.517,0,0,14,2
msB_simpleascii:9.518,0,0,6,0
msB_simpleascii:9.519,0,0,7,3
msB_simpleascii:9.520,0,0,0,0
msB_simpleascii:9.521,0,0,0,0
msB_simpleascii:9.522,0,0,0,0
msB_simpleascii:9.523,0,0,17,2
msB_simpleascii:9.524,0,0,0,0
msB_simpleascii:9.525,0,0,5,1
msB_simpleascii:9.526,0,0,9,1
msB_simpleascii:9.527,0,0,9,0
msB_simpleascii:9.528,0,0,8,1
msB_simpleascii:9.529,0,0,0,1
msB_simpleascii:9.530,0,0,9,0
msB_simpleascii:9.531,0,0,0,0
msB_simpleascii:9.532,0,0,0,0
msB_simpleascii:9.533,0,0,0,0
msB_simpleascii:9.534,0,0,10,0
msB_simpleascii:9.535,0,0,15,4
msB_simpleascii:9.536,0,0,9,1
msB_simpleascii:9.537,0,0,15,1
msB_simpleascii:9.538,0,0,14,5
msB_simpleascii:9.539,0,0,11,0
msB_simpleascii:9.540,0,0,7,6
msB_simpleascii:9.541,0,0,6,1
msB_simpleascii:9.542,0,0,14,0
msB_simpleascii:9.543,0,0,1,2
msB_simpleascii:9.544,0,0,1,0
msB_simpleascii:9.545,0,0,2,2
msB_simpleascii:9.546,0,0,10,1
msB_simpleascii:9.547,0,0,3,2
msB_simpleascii:9.548,0,0,0,0
msB_simpleascii:9.549,0,0,11,1
msB_simpleascii:9.550,0,0,0,1
msB_simpleascii:9.551,0,0,2,0
msB_simpleascii:9.552,0,0,7,0
msB_simpleascii:9.553,0,0,5,1
msB_simpleascii:9.554,0,0,11,0
msB_simpleascii:9.555,0,0,0,0
msB_simpleascii:9.556,0,0,0,0
msB_simpleascii:9.557,0,0,9,0
msB_simpleascii:9.558,0,0,5,2
msB_simpleascii:9.559,0,0,0,0
msB_simpleascii:9.560,0,0,7,0
msB_simpleascii:9.561,0,0,0,1
msB_simpleascii:9.562,0,0,10,1
msB_simpleascii:9.563,0,0,7,1
msB_simpleascii:9.564,0,0,7,5
msB_simpleascii:9.565,0,0,13,0
msB_simpleascii:9.566,0,0,0,0
msB_simpleascii:9.567,0,0,7,6
msB_simpleascii:9.568,0,0,1,0
msB_simpleascii:9.569,0,0,0,1
msB_simpleascii:9.570,0,0,11,0
msB_simpleascii:9.571,0,0,9,1
msB_simpleascii:9.572,0,0,10,3
msB_simpleascii:9.573,0,0,7,1
msB_simpleascii:9.574,0,0,27,0
msB_simpleascii:9.575,0,0,7,0
msB_simpleascii:9.576,0,0,13,0
msB_simpleascii:9.577,0,0,0,0
msB_simpleascii:9.578,0,0,0,0
msB_simpleascii:9.579,0,0,15,0
msB_simpleascii:9.580,0,0,9,0
msB_simpleascii:9.581,0,0,9,0
msB_simpleascii:9.582,0,0,2,0
msB_simpleascii:9.583,0,0,13,0
msB_simpleascii:9.584,0,0,2,0
msB_simpleascii:9.585,0,0,3,5
msB_simpleascii:9.586,0,0,8,0
msB_simpleascii:9.587,0,0,13,2
msB_simpleascii:9.588,0,0,9,3
msB_simpleascii:9.589,0,0,0,0
msB_simpleascii:9.590,0,0,0,0
msB_simpleascii:9.591,0,0,10,1
msB_simpleascii:9.592,0,0,6,4
msB_simpleascii:9.593,0,0,9,0
msB_simpleascii:9.594,0,0,9,1
msB_simpleascii:9.595,0,0,5,1
msB_simpleascii:9.596,0,0,18,3
msB_simpleascii:9.597,0,0,4,4
msB_simpleascii:9.598,0,0,7,3
msB_simpleascii:9.599,0,0,15,1
msB_simpleascii:9.600,0,0,6,0
msB_simpleascii:9.601,0,0,9,0
msB_simpleascii:9.602,0,0,9,4
msB_simpleascii:9.603,0,0,11,0
msB_simpleascii:9.604,0,0,0,1
msB_simpleascii:9.605,0,0,10,1
msB_simpleascii:9.606,0,0,0,1
msB_simpleascii:9.607,0,0,15,0
msB_simpleascii:9.608,0,0,6,0
msB_simpleascii:9.609,0,0,0,2
msB_simpleascii:9.610,0,0,7,3
msB_simpleascii:9.611,0,0,5,1
msB_simpleascii:9.612,0,0,0,0
msB_simpleascii:9.613,0,0,6,0
msB_simpleascii:9.614,0,0,17,0
